system:index,B1,B2,B3,B4,B5,B6,B7,Continent,Country,Depth_avg,Dis_avg,Elevation,Grand_id,Hylak_id,Lake_area,Lake_name,Lake_type,Poly_src,Pour_lat,Pour_long,QA_PIXEL,QA_RADSAT,Res_time,SAA,SZA,Shore_dev,Shore_len,Slope_100,VAA,VZA,Vol_res,Vol_src,Vol_total,Wshd_area,.geo
0000000000000000035f_1003,0.5072157,0.48140633,0.5215065,0.5478656,0.116360165,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,557,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04733570391357,43.93693977720628]}"
0000000000000000035f_1004,0.5072157,0.48140633,0.5215065,0.5550483,0.10663333,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0477094421384,43.93694289269255]}"
0000000000000000035f_1005,0.5038791,0.4883793,0.51557213,0.5550483,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04808318042333,43.936946006956646]}"
0000000000000000035f_1006,0.5138889,0.4883793,0.52744085,0.5550483,0.13095042,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04845691876835,43.93694911999855]}"
0000000000000000035f_1007,0.50054246,0.4883793,0.5215065,0.5550483,0.13095042,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04883065717344,43.93695223181827]}"
0000000000000000035f_1008,0.49720582,0.4883793,0.52744085,0.5622309,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04920439563854,43.9369553424158]}"
0000000000000000035f_1009,0.50054246,0.4883793,0.5215065,0.5622309,0.13095042,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04957813416367,43.93695845179114]}"
0000000000000000035f_1010,0.5072157,0.4883793,0.52744085,0.5622309,0.12122359,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04995187274878,43.9369615599443]}"
0000000000000000035f_1011,0.49720582,0.4744334,0.51557213,0.54068303,0.12122359,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05032561139384,43.93696466687527]}"
0000000000000000035f_1012,0.49386922,0.4744334,0.51557213,0.5478656,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05069935009887,43.93696777258405]}"
0000000000000000035f_1013,0.50054246,0.48140633,0.51557213,0.5550483,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0510730888638,43.936970877070635]}"
0000000000000000035f_1014,0.49386922,0.4744334,0.5096378,0.54068303,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05144682768862,43.93697398033503]}"
0000000000000000035f_1015,0.487196,0.45351452,0.4859003,0.5191351,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05182056657331,43.93697708237724]}"
0000000000000000035f_1016,0.47051293,0.45351452,0.47996596,0.5191351,0.12122359,255.98918,0.06556374,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05219430551787,43.93698018319726]}"
0000000000000000035f_1017,0.47718614,0.46746042,0.5037034,0.5335004,0.116360165,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05256804452223,43.93698328279508]}"
0000000000000000035f_1018,0.49386922,0.48140633,0.51557213,0.54068303,0.12608701,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05294178358639,43.93698638117071]}"
0000000000000000035f_1019,0.49720582,0.48140633,0.51557213,0.54068303,0.12122359,255.3445,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,553,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05331552271035,43.93698947832415]}"
0000000000000000035f_1020,0.5038791,0.4744334,0.5096378,0.5478656,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05368926189404,43.9369925742554]}"
0000000000000000035f_1021,0.5038791,0.4744334,0.5096378,0.54068303,0.116360165,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05406300113746,43.93699566896445]}"
0000000000000000035f_1022,0.50054246,0.4744334,0.5096378,0.54068303,0.12608701,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0544367404406,43.9369987624513]}"
0000000000000000035f_1023,0.50054246,0.48140633,0.5215065,0.5550483,0.13095042,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10235,552,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0548104798034,43.937001854715966]}"
0000000000000000035f_1024,0.5038791,0.48140633,0.5215065,0.5550483,0.13095042,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10235,551,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05518421922586,43.93700494575844]}"
0000000000000000035f_1025,0.4905326,0.48140633,0.51557213,0.5550483,0.12608701,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10235,551,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05555795870796,43.93700803557871]}"
0000000000000000035f_1026,0.5105523,0.4883793,0.5333752,0.57659614,0.12122359,256.62906,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10229,566,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03388554111581,43.93655673589852]}"
0000000000000000035f_1027,0.5105523,0.4883793,0.5333752,0.56941354,0.12608701,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10229,566,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03425927547009,43.93655989535351]}"
0000000000000000035f_1028,0.5138889,0.49535224,0.53930956,0.56941354,0.12122359,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10229,565,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0346330098853,43.93656305358635]}"
0000000000000000035f_1029,0.5205621,0.4883793,0.5215065,0.5622309,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10229,565,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03500674436145,43.93656621059703]}"
0000000000000000035f_1030,0.5172255,0.4883793,0.5215065,0.5622309,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10229,565,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0353804788985,43.936569366385555]}"
0000000000000000035f_1031,0.5105523,0.4883793,0.52744085,0.5622309,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10229,565,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03575421349645,43.93657252095192]}"
0000000000000000035f_1032,0.5138889,0.4883793,0.5333752,0.5622309,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,564,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03612794815524,43.93657567429614]}"
0000000000000000035f_1033,0.5138889,0.49535224,0.5333752,0.56941354,0.12122359,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,564,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03650168287487,43.936578826418184]}"
0000000000000000035f_1034,0.5138889,0.49535224,0.5333752,0.56941354,0.13095042,255.3445,0.06556374,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,564,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03687541765532,43.93658197731809]}"
0000000000000000035f_1035,0.5038791,0.4883793,0.5333752,0.5622309,0.13095042,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,564,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03724915249656,43.93658512699582]}"
0000000000000000035f_1036,0.5105523,0.4883793,0.5333752,0.5622309,0.12122359,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,563,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03762288739856,43.936588275451406]}"
0000000000000000035f_1037,0.5105523,0.49535224,0.5333752,0.56941354,0.12122359,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,563,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03799662236129,43.93659142268482]}"
0000000000000000035f_1038,0.5038791,0.49535224,0.5333752,0.56941354,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,563,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03837035738476,43.93659456869609]}"
0000000000000000035f_1039,0.5072157,0.50232524,0.53930956,0.5622309,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15661,6984,1.28,10.05,0.39,10230,563,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0387440924689,43.93659771348518]}"
0000000000000000035f_1040,0.5038791,0.49535224,0.5452439,0.5622309,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10230,562,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03911782761372,43.93660085705212]}"
0000000000000000035f_1041,0.5105523,0.4883793,0.52744085,0.5622309,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10230,562,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03949156281921,43.9366039993969]}"
0000000000000000035f_1042,0.5105523,0.4883793,0.53930956,0.5550483,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,562,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0398652980853,43.936607140519506]}"
0000000000000000035f_1043,0.5105523,0.49535224,0.5333752,0.5622309,0.13581385,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,562,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04023903341199,43.936610280419956]}"
0000000000000000035f_1044,0.5038791,0.49535224,0.5333752,0.5622309,0.13095042,255.3445,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,561,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04061276879926,43.93661341909825]}"
0000000000000000035f_1045,0.5138889,0.4883793,0.5333752,0.5622309,0.12608701,255.3445,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,561,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04098650424709,43.93661655655437]}"
0000000000000000035f_1046,0.5105523,0.4883793,0.5333752,0.5622309,0.12608701,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,561,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04136023975543,43.936619692788334]}"
0000000000000000035f_1047,0.5038791,0.4883793,0.52744085,0.56941354,0.12122359,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,561,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04173397532429,43.93662282780013]}"
0000000000000000035f_1048,0.5172255,0.4883793,0.5215065,0.5622309,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,560,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04210771095363,43.93662596158976]}"
0000000000000000035f_1049,0.5072157,0.49535224,0.52744085,0.5622309,0.116360165,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,560,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04248144664344,43.936629094157226]}"
0000000000000000035f_1050,0.5072157,0.48140633,0.52744085,0.5550483,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,560,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04285518239367,43.93663222550252]}"
0000000000000000035f_1051,0.5138889,0.48140633,0.5215065,0.5550483,0.12122359,255.3445,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10231,560,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04322891820432,43.93663535562565]}"
0000000000000000035f_1052,0.5105523,0.4883793,0.5333752,0.5622309,0.12122359,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,559,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04360265407534,43.93663848452661]}"
0000000000000000035f_1053,0.5038791,0.4883793,0.5215065,0.5478656,0.12122359,255.3445,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,559,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04397639000675,43.936641612205406]}"
0000000000000000035f_1054,0.49720582,0.48140633,0.51557213,0.54068303,0.13095042,255.3445,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,559,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04435012599848,43.93664473866203]}"
0000000000000000035f_1055,0.50054246,0.4883793,0.51557213,0.5478656,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,558,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04472386205053,43.93664786389649]}"
0000000000000000035f_1056,0.5038791,0.4883793,0.51557213,0.5550483,0.13095042,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,558,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04509759816288,43.93665098790878]}"
0000000000000000035f_1057,0.5072157,0.4883793,0.51557213,0.5478656,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,558,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0454713343355,43.93665411069889]}"
0000000000000000035f_1058,0.5038791,0.4883793,0.52744085,0.5622309,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,558,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04584507056838,43.93665723226683]}"
0000000000000000035f_1059,0.5038791,0.4744334,0.5215065,0.5478656,0.12122359,255.98918,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,557,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04621880686146,43.93666035261261]}"
0000000000000000035f_1060,0.5072157,0.4883793,0.52744085,0.5478656,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,557,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04659254321476,43.93666347173621]}"
0000000000000000035f_1061,0.5038791,0.48140633,0.51557213,0.5478656,0.13095042,255.98918,0.06556374,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10232,557,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04696627962821,43.936666589637646]}"
0000000000000000035f_1062,0.5072157,0.48140633,0.5096378,0.5478656,0.12122359,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,557,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04734001610183,43.9366697063169]}"
0000000000000000035f_1063,0.5138889,0.49535224,0.5215065,0.5550483,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6984,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04771375263557,43.93667282177398]}"
0000000000000000035f_1064,0.5105523,0.48140633,0.5215065,0.5550483,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6983,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04808748922942,43.93667593600889]}"
0000000000000000035f_1065,0.5038791,0.49535224,0.5215065,0.5550483,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6983,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04846122588334,43.93667904902163]}"
0000000000000000035f_1066,0.50054246,0.4883793,0.52744085,0.5550483,0.13095042,255.98918,0.072314754,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6983,1.28,10.05,0.39,10233,556,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04883496259733,43.93668216081218]}"
0000000000000000035f_1067,0.5038791,0.4883793,0.5215065,0.5622309,0.13581385,255.98918,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15662,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04920869937135,43.936685271380576]}"
0000000000000000035f_1068,0.50054246,0.4883793,0.52744085,0.5550483,0.14067727,255.98918,0.0925678,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04958243620538,43.93668838072678]}"
0000000000000000035f_1069,0.49720582,0.48140633,0.52744085,0.5550483,0.13095042,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.04995617309942,43.93669148885081]}"
0000000000000000035f_1070,0.49386922,0.48140633,0.5215065,0.5550483,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,555,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05032991005339,43.93669459575266]}"
0000000000000000035f_1071,0.49720582,0.48140633,0.52744085,0.5550483,0.12608701,255.98918,0.085816786,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10233,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05070364706731,43.936697701432344]}"
0000000000000000035f_1072,0.5038791,0.48140633,0.5215065,0.5622309,0.12608701,255.98918,0.07906577,Asia,Kazakhstan,1.3,1.677,516,0,171608,4.93,,1,SWBD,43.923467,80.027459,13600,0,44.8,15663,6983,1.28,10.05,0.39,10234,554,0.0,3,6.49,1064.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.05107738414115,43.936700805889835]}"
